beds,bath,type,place,city,area_sqrt,price_bdt,price_per_sqft
3,4,Apartment,Uttara,Dhaka,1500.0,35000.0,23.333333333333332
3,3,Apartment,Aftab Nagar,Dhaka,1400.0,25000.0,17.857142857142858
2,2,Apartment,Mirpur,Dhaka,750.0,12000.0,16.0
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,3,Apartment,Double Mooring,Chittagong,1250.0,20000.0,16.0
3,3,Apartment,Baridhara DOHS,Dhaka,1350.0,50000.0,37.03703703703704
3,3,Apartment,Baridhara DOHS,Dhaka,1300.0,60000.0,46.15384615384615
5,4,Apartment,Baridhara DOHS,Dhaka,2600.0,80000.0,30.76923076923077
3,3,Apartment,Mirpur,Dhaka,1100.0,18000.0,16.363636363636363
3,3,Apartment,Mirpur,Dhaka,1100.0,18000.0,16.363636363636363
2,2,Apartment,Mirpur,Dhaka,800.0,13000.0,16.25
3,3,Apartment,East Nasirabad,Chittagong,1800.0,27000.0,15.0
3,3,Apartment,Mirpur,Dhaka,1187.0,18000.0,15.164279696714406
3,2,Apartment,Dakshin Khan,Dhaka,1000.0,15000.0,15.0
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
2,2,Apartment,Dakshin Khan,Dhaka,800.0,14000.0,17.5
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
3,2,Apartment,Dakshin Khan,Dhaka,1100.0,15000.0,13.636363636363637
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
3,3,Apartment,Dakshin Khan,Dhaka,1100.0,15000.0,13.636363636363637
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
3,3,Apartment,Dakshin Khan,Dhaka,1100.0,15000.0,13.636363636363637
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
3,3,Apartment,11 No. South Kattali Ward,Chittagong,1400.0,18000.0,12.857142857142858
3,2,Apartment,11 No. South Kattali Ward,Chittagong,1200.0,16000.0,13.333333333333334
3,3,Apartment,11 No. South Kattali Ward,Chittagong,1400.0,18000.0,12.857142857142858
2,1,Apartment,11 No. South Kattali Ward,Chittagong,700.0,8200.0,11.714285714285714
2,2,Apartment,Double Mooring,Chittagong,900.0,11000.0,12.222222222222221
2,2,Apartment,other,Dhaka,700.0,13000.0,18.571428571428573
1,1,Apartment,Halishahar,Chittagong,800.0,10000.0,12.5
2,2,Apartment,Mirpur,Dhaka,700.0,13500.0,19.285714285714285
3,2,Apartment,Halishahar,Chittagong,1100.0,17000.0,15.454545454545455
3,3,Apartment,Uttara,Dhaka,1250.0,25000.0,20.0
2,2,Apartment,Bayazid,Chittagong,800.0,14500.0,18.125
3,4,Apartment,Uttara,Dhaka,1900.0,33000.0,17.36842105263158
2,2,Apartment,Mirpur,Dhaka,750.0,14000.0,18.666666666666668
3,3,Apartment,Dakshin Khan,Dhaka,1000.0,16000.0,16.0
3,2,Apartment,11 No. South Kattali Ward,Chittagong,1200.0,16000.0,13.333333333333334
3,3,Apartment,11 No. South Kattali Ward,Chittagong,1400.0,18000.0,12.857142857142858
3,2,Apartment,11 No. South Kattali Ward,Chittagong,1200.0,16000.0,13.333333333333334
3,3,Apartment,11 No. South Kattali Ward,Chittagong,1400.0,18000.0,12.857142857142858
3,4,Apartment,Uttara,Dhaka,1654.0,14000.0,8.464328899637243
3,2,Apartment,Dakshin Khan,Dhaka,1100.0,15000.0,13.636363636363637
2,1,Apartment,Double Mooring,Chittagong,800.0,11000.0,13.75
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1200.0,16000.0,13.333333333333334
3,3,Apartment,Mirpur,Dhaka,1360.0,17000.0,12.5
2,2,Apartment,Sholokbahar,Chittagong,850.0,10000.0,11.764705882352942
1,1,Apartment,36 Goshail Danga Ward,Chittagong,850.0,10000.0,11.764705882352942
2,2,Apartment,Uttara,Dhaka,600.0,13500.0,22.5
3,3,Apartment,Double Mooring,Chittagong,1250.0,19000.0,15.2
3,3,Apartment,11 No. South Kattali Ward,Chittagong,1400.0,18000.0,12.857142857142858
3,2,Apartment,Double Mooring,Chittagong,1150.0,16000.0,13.91304347826087
2,2,Apartment,Mirpur,Dhaka,700.0,12000.0,17.142857142857142
1,1,Apartment,Dakshin Khan,Dhaka,500.0,10000.0,20.0
3,3,Apartment,7 No. West Sholoshohor Ward,Chittagong,1350.0,22000.0,16.296296296296298
2,2,Apartment,Double Mooring,Chittagong,1050.0,15000.0,14.285714285714286
2,1,Apartment,Mirpur,Dhaka,600.0,9000.0,15.0
2,2,Apartment,Uttara,Dhaka,950.0,17000.0,17.894736842105264
2,2,Apartment,Double Mooring,Chittagong,1050.0,15000.0,14.285714285714286
3,3,Apartment,15 No. Bagmoniram Ward,Chittagong,1400.0,26000.0,18.571428571428573
3,3,Apartment,Double Mooring,Chittagong,1125.0,20000.0,17.77777777777778
3,3,Apartment,Double Mooring,Chittagong,1110.0,15000.0,13.513513513513514
3,3,Apartment,Double Mooring,Chittagong,1200.0,20000.0,16.666666666666668
3,3,Apartment,Double Mooring,Chittagong,1110.0,15000.0,13.513513513513514
2,2,Apartment,Double Mooring,Chittagong,1065.0,16000.0,15.023474178403756
2,2,Apartment,Double Mooring,Chittagong,1050.0,15000.0,14.285714285714286
3,2,Apartment,Uttara,Dhaka,1200.0,19000.0,15.833333333333334
1,1,Apartment,Khulshi,Chittagong,600.0,10000.0,16.666666666666668
2,2,Apartment,Double Mooring,Chittagong,1250.0,18000.0,14.4
2,2,Apartment,Uttara,Dhaka,900.0,20000.0,22.22222222222222
3,2,Apartment,Mohammadpur,Dhaka,1390.0,23000.0,16.546762589928058
2,2,Apartment,Halishahar,Chittagong,950.0,10000.0,10.526315789473685
3,2,Apartment,Double Mooring,Chittagong,1200.0,16000.0,13.333333333333334
3,2,Apartment,Double Mooring,Chittagong,1110.0,18000.0,16.216216216216218
2,2,Apartment,Double Mooring,Chittagong,800.0,11000.0,13.75
2,2,Apartment,Halishahar,Chittagong,950.0,10000.0,10.526315789473685
2,2,Apartment,Halishahar,Chittagong,920.0,10000.0,10.869565217391305
2,2,Apartment,Mirpur,Dhaka,750.0,15000.0,20.0
2,2,Apartment,Halishahar,Chittagong,920.0,10000.0,10.869565217391305
2,2,Apartment,Halishahar,Chittagong,900.0,10000.0,11.11111111111111
3,2,Apartment,Mirpur,Dhaka,900.0,15000.0,16.666666666666668
2,1,Apartment,Patenga,Chittagong,720.0,10000.0,13.88888888888889
3,3,Apartment,Double Mooring,Chittagong,1250.0,21000.0,16.8
2,2,Apartment,Mirpur,Dhaka,750.0,14000.0,18.666666666666668
2,2,Apartment,Double Mooring,Chittagong,760.0,11000.0,14.473684210526315
2,2,Apartment,Double Mooring,Chittagong,780.0,10000.0,12.820512820512821
2,2,Apartment,Double Mooring,Chittagong,760.0,11000.0,14.473684210526315
3,3,Apartment,10 No. North Kattali Ward,Chittagong,1250.0,22000.0,17.6
2,2,Apartment,7 No. West Sholoshohor Ward,Chittagong,950.0,12000.0,12.631578947368421
2,2,Apartment,Double Mooring,Chittagong,800.0,15000.0,18.75
2,2,Apartment,Uttara,Dhaka,800.0,13000.0,16.25
2,2,Apartment,Double Mooring,Chittagong,780.0,11000.0,14.102564102564102
2,2,Apartment,Mohammadpur,Dhaka,750.0,15000.0,20.0
2,2,Apartment,Uttara,Dhaka,900.0,18000.0,20.0
2,2,Apartment,Adabor,Dhaka,800.0,15000.0,18.75
2,2,Apartment,Uttara,Dhaka,650.0,12500.0,19.23076923076923
2,2,Apartment,Uttara,Dhaka,800.0,15500.0,19.375
2,2,Apartment,Uttara,Dhaka,1000.0,14500.0,14.5
2,1,Apartment,Halishahar,Chittagong,1100.0,16000.0,14.545454545454545
3,3,Apartment,16 No. Chawk Bazaar Ward,Chittagong,1500.0,32000.0,21.333333333333332
3,3,Apartment,Banasree,Dhaka,1470.0,22000.0,14.965986394557824
3,2,Apartment,Double Mooring,Chittagong,1400.0,14000.0,10.0
3,3,Apartment,Mirpur,Dhaka,1280.0,17000.0,13.28125
3,3,Apartment,Double Mooring,Chittagong,1220.0,20000.0,16.39344262295082
2,2,Apartment,Double Mooring,Chittagong,760.0,10000.0,13.157894736842104
3,3,Apartment,Double Mooring,Chittagong,1320.0,17000.0,12.878787878787879
3,3,Apartment,Double Mooring,Chittagong,1360.0,16000.0,11.764705882352942
3,3,Apartment,Double Mooring,Chittagong,1224.0,14500.0,11.84640522875817
2,1,Apartment,Mirpur,Dhaka,700.0,12000.0,17.142857142857142
2,2,Apartment,Mirpur,Dhaka,800.0,14000.0,17.5
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1150.0,16000.0,13.91304347826087
2,2,Apartment,Mirpur,Dhaka,800.0,22000.0,27.5
3,3,Apartment,,Chittagong,1450.0,20000.0,13.793103448275861
3,3,Apartment,Double Mooring,Chittagong,1200.0,16000.0,13.333333333333334
2,2,Apartment,Double Mooring,Chittagong,750.0,14000.0,18.666666666666668
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,700.0,18500.0,26.428571428571427
2,2,Apartment,Uttara,Dhaka,700.0,18000.0,25.714285714285715
2,2,Apartment,Uttara,Dhaka,600.0,15000.0,25.0
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,850.0,20000.0,23.529411764705884
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,2,Apartment,Uttara,Dhaka,800.0,20000.0,25.0
2,3,Apartment,Mirpur,Dhaka,1450.0,70000.0,48.275862068965516
2,2,Apartment,Mohammadpur,Dhaka,800.0,16000.0,20.0
2,2,Apartment,Mohammadpur,Dhaka,800.0,13500.0,16.875
2,2,Apartment,Double Mooring,Chittagong,1000.0,15000.0,15.0
3,4,Apartment,Baridhara,Dhaka,2300.0,70000.0,30.434782608695652
2,2,Apartment,Adabor,Dhaka,800.0,15000.0,18.75
3,3,Apartment,Mirpur,Dhaka,1435.0,20000.0,13.937282229965156
2,1,Apartment,Uttara,Dhaka,500.0,20000.0,40.0
2,2,Apartment,Dakshin Khan,Dhaka,800.0,14000.0,17.5
3,3,Apartment,Dakshin Khan,Dhaka,1350.0,15500.0,11.481481481481481
3,2,Apartment,Uttar Khan,Dhaka,1000.0,13000.0,13.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,13000.0,13.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,13000.0,13.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,12000.0,12.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,12000.0,12.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,13000.0,13.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,13000.0,13.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,13000.0,13.0
3,2,Apartment,Uttar Khan,Dhaka,1000.0,13000.0,13.0
5,5,Apartment,Banani,Dhaka,2750.0,120000.0,43.63636363636363
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1100.0,18000.0,16.363636363636363
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1425.0,18000.0,12.631578947368421
2,1,Apartment,Sholokbahar,Chittagong,800.0,9000.0,11.25
2,1,Apartment,10 No. North Kattali Ward,Chittagong,740.0,10500.0,14.18918918918919
2,2,Apartment,Sholokbahar,Chittagong,900.0,11000.0,12.222222222222221
2,2,Apartment,Double Mooring,Chittagong,1050.0,11000.0,10.476190476190476
4,4,Apartment,Uttara,Dhaka,1600.0,35000.0,21.875
2,2,Apartment,Double Mooring,Chittagong,1166.0,12000.0,10.291595197255575
3,3,Apartment,Double Mooring,Chittagong,1200.0,14000.0,11.666666666666666
3,3,Apartment,Double Mooring,Chittagong,1304.0,16000.0,12.269938650306749
2,2,Apartment,Uttara,Dhaka,900.0,20000.0,22.22222222222222
2,2,Apartment,9 No. North Pahartali Ward,Chittagong,850.0,12000.0,14.117647058823529
3,3,Apartment,Double Mooring,Chittagong,1100.0,14000.0,12.727272727272727
2,2,Apartment,Double Mooring,Chittagong,850.0,12000.0,14.117647058823529
2,2,Apartment,Double Mooring,Chittagong,850.0,12000.0,14.117647058823529
4,5,Apartment,Uttara,Dhaka,2200.0,60000.0,27.272727272727273
3,3,Apartment,Uttara,Dhaka,1400.0,35000.0,25.0
3,3,Apartment,Khulshi,Chittagong,1700.0,25000.0,14.705882352941176
4,4,Apartment,Uttara,Dhaka,2000.0,45000.0,22.5
2,2,Apartment,Double Mooring,Chittagong,900.0,10000.0,11.11111111111111
3,3,Apartment,Badda,Dhaka,1600.0,40000.0,25.0
3,2,Apartment,Mirpur,Dhaka,1400.0,21000.0,15.0
3,3,Apartment,Mohammadpur,Dhaka,1100.0,35000.0,31.818181818181817
2,2,Apartment,Dakshin Khan,Dhaka,700.0,10500.0,15.0
1,1,Apartment,Double Mooring,Chittagong,850.0,10000.0,11.764705882352942
1,1,Apartment,Double Mooring,Chittagong,850.0,11000.0,12.941176470588236
3,3,Apartment,Mirpur,Dhaka,1300.0,17000.0,13.076923076923077
3,4,Apartment,Baridhara,Dhaka,2300.0,70000.0,30.434782608695652
3,3,Apartment,East Nasirabad,Chittagong,1800.0,27000.0,15.0
3,4,Apartment,,Chittagong,1500.0,28000.0,18.666666666666668
2,2,Apartment,Uttara,Dhaka,900.0,20000.0,22.22222222222222
3,3,Apartment,Motijheel,Dhaka,1300.0,35000.0,26.923076923076923
2,2,Apartment,Uttara,Dhaka,900.0,17000.0,18.88888888888889
2,2,Apartment,Uttara,Dhaka,850.0,20000.0,23.529411764705884
3,3,Apartment,Uttara,Dhaka,1600.0,18000.0,11.25
3,3,Apartment,Uttara,Dhaka,1732.0,28000.0,16.166281755196305
4,2,Apartment,Uttara,Dhaka,1500.0,20000.0,13.333333333333334
3,2,Apartment,Panchlaish,Chittagong,1400.0,20000.0,14.285714285714286
2,1,Apartment,Dakshin Khan,Dhaka,500.0,14000.0,28.0
3,2,Apartment,Dakshin Khan,Dhaka,1100.0,20000.0,18.181818181818183
3,3,Apartment,Panchlaish,Chittagong,873.0,18000.0,20.61855670103093
3,3,Apartment,Bakalia,Chittagong,1000.0,18000.0,18.0
3,3,Apartment,15 No. Bagmoniram Ward,Chittagong,1800.0,40000.0,22.22222222222222
3,3,Apartment,Uttara,Dhaka,1400.0,28000.0,20.0
2,3,Apartment,Badda,Dhaka,850.0,22000.0,25.88235294117647
3,2,Apartment,Double Mooring,Chittagong,1100.0,14000.0,12.727272727272727
1,1,Apartment,East Nasirabad,Chittagong,600.0,10000.0,16.666666666666668
2,2,Apartment,11 No. South Kattali Ward,Chittagong,770.0,11500.0,14.935064935064934
2,2,Apartment,Uttara,Dhaka,850.0,20000.0,23.529411764705884
2,2,Apartment,Double Mooring,Chittagong,1000.0,13500.0,13.5
1,1,Apartment,Uttara,Dhaka,450.0,15000.0,33.333333333333336
3,3,Apartment,Double Mooring,Chittagong,1200.0,20000.0,16.666666666666668
2,2,Apartment,East Nasirabad,Chittagong,823.0,16000.0,19.441069258809236
2,2,Apartment,East Nasirabad,Chittagong,800.0,15000.0,18.75
3,2,Apartment,Uttara,Dhaka,1100.0,18000.0,16.363636363636363
3,2,Apartment,Double Mooring,Chittagong,1200.0,15000.0,12.5
3,4,Apartment,Mirpur,Dhaka,1190.0,16000.0,13.445378151260504
2,2,Apartment,Double Mooring,Chittagong,900.0,12000.0,13.333333333333334
3,2,Apartment,Double Mooring,Chittagong,1220.0,14000.0,11.475409836065573
2,1,Apartment,Double Mooring,Chittagong,620.0,10000.0,16.129032258064516
3,3,Apartment,Uttara,Dhaka,1500.0,28000.0,18.666666666666668
3,3,Apartment,Aftab Nagar,Dhaka,1450.0,25000.0,17.24137931034483
3,3,Apartment,Aftab Nagar,Dhaka,1450.0,25000.0,17.24137931034483
3,3,Apartment,Aftab Nagar,Dhaka,1480.0,25000.0,16.89189189189189
2,2,Apartment,Adabor,Dhaka,800.0,16000.0,20.0
2,2,Apartment,Ibrahimpur,Dhaka,850.0,15000.0,17.647058823529413
3,3,Apartment,Mirpur,Dhaka,1600.0,20000.0,12.5
3,3,Apartment,Uttara,Dhaka,1500.0,60000.0,40.0
3,3,Apartment,Uttara,Dhaka,1650.0,30000.0,18.181818181818183
3,4,Apartment,Uttara,Dhaka,1400.0,25000.0,17.857142857142858
3,3,Apartment,Uttara,Dhaka,1500.0,26000.0,17.333333333333332
2,2,Apartment,Uttara,Dhaka,800.0,18000.0,22.5
2,2,Apartment,Bayazid,Chittagong,900.0,11500.0,12.777777777777779
2,2,Apartment,Double Mooring,Chittagong,1000.0,12000.0,12.0
2,3,Apartment,Shantinagar,Dhaka,1300.0,30000.0,23.076923076923077
2,1,Apartment,Mohammadpur,Dhaka,600.0,14000.0,23.333333333333332
3,3,Apartment,Adabor,Dhaka,1300.0,19000.0,14.615384615384615
4,3,Apartment,Bashundhara R-A,Dhaka,1550.0,25000.0,16.129032258064516
2,1,Apartment,Mirpur,Dhaka,700.0,8500.0,12.142857142857142
2,1,Apartment,36 Goshail Danga Ward,Chittagong,500.0,12000.0,24.0
2,2,Apartment,Banasree,Dhaka,1050.0,15000.0,14.285714285714286
2,2,Apartment,Uttara,Dhaka,900.0,20000.0,22.22222222222222
3,3,Apartment,Banasree,Dhaka,1200.0,24000.0,20.0
3,2,Apartment,Uttara,Dhaka,1000.0,20000.0,20.0
3,3,Apartment,Halishahar,Chittagong,1600.0,23000.0,14.375
1,2,Apartment,11 No. South Kattali Ward,Chittagong,900.0,12000.0,13.333333333333334
3,3,Apartment,Kazir Dewri,Chittagong,1200.0,30000.0,25.0
2,2,Apartment,Mirpur,Dhaka,700.0,8500.0,12.142857142857142
2,2,Apartment,Patenga,Chittagong,700.0,10000.0,14.285714285714286
3,2,Apartment,11 No. South Kattali Ward,Chittagong,1200.0,16000.0,13.333333333333334
3,3,Apartment,Shegunbagicha,Dhaka,1450.0,35000.0,24.137931034482758
3,3,Apartment,Uttara,Dhaka,2100.0,60000.0,28.571428571428573
3,3,Apartment,Mirpur,Dhaka,1200.0,15000.0,12.5
3,4,Apartment,Uttara,Dhaka,1500.0,30000.0,20.0
2,2,Apartment,,Chittagong,1650.0,50000.0,30.303030303030305
2,1,Apartment,Banasree,Dhaka,550.0,10000.0,18.181818181818183
3,3,Apartment,Uttara,Dhaka,1300.0,25000.0,19.23076923076923
3,2,Apartment,Halishahar,Chittagong,1520.0,10500.0,6.907894736842105
3,3,Apartment,Uttara,Dhaka,1800.0,34000.0,18.88888888888889
2,2,Apartment,Uttara,Dhaka,950.0,20000.0,21.05263157894737
2,1,Apartment,Mohammadpur,Dhaka,700.0,10000.0,14.285714285714286
3,3,Apartment,Mirpur,Dhaka,1250.0,18000.0,14.4
2,1,Apartment,Banasree,Dhaka,500.0,10000.0,20.0
3,3,Apartment,Mirpur,Dhaka,1250.0,18000.0,14.4
3,3,Apartment,Uttara,Dhaka,1523.0,35000.0,22.980958634274458
3,3,Apartment,Mohammadpur,Dhaka,1200.0,15000.0,12.5
3,4,Apartment,15 No. Bagmoniram Ward,Chittagong,1772.0,25000.0,14.108352144469526
2,2,Apartment,Bayazid,Chittagong,850.0,12000.0,14.117647058823529
3,3,Apartment,Mirpur,Dhaka,1300.0,20000.0,15.384615384615385
2,2,Apartment,Uttara,Dhaka,850.0,16000.0,18.823529411764707
3,3,Apartment,Halishahar,Chittagong,1250.0,25000.0,20.0
3,3,Apartment,Halishahar,Chittagong,1250.0,25000.0,20.0
2,2,Apartment,Mirpur,Dhaka,800.0,14500.0,18.125
2,2,Apartment,Mirpur,Dhaka,600.0,9000.0,15.0
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
3,3,Apartment,Mirpur,Dhaka,1500.0,22000.0,14.666666666666666
2,2,Apartment,Uttara,Dhaka,900.0,18000.0,20.0
3,2,Apartment,Dakshin Khan,Dhaka,1100.0,16000.0,14.545454545454545
2,2,Apartment,Uttara,Dhaka,900.0,20000.0,22.22222222222222
2,2,Apartment,Mirpur,Dhaka,800.0,12500.0,15.625
2,1,Apartment,Mirpur,Dhaka,600.0,10500.0,17.5
3,3,Apartment,Khulshi,Chittagong,1700.0,26000.0,15.294117647058824
3,4,Apartment,Uttara,Dhaka,1800.0,25000.0,13.88888888888889
3,2,Apartment,Khulshi,Chittagong,1100.0,16000.0,14.545454545454545
2,2,Apartment,Uttara,Dhaka,900.0,16000.0,17.77777777777778
3,3,Apartment,Mirpur,Dhaka,1370.0,17000.0,12.408759124087592
2,2,Apartment,Double Mooring,Chittagong,850.0,13000.0,15.294117647058824
2,2,Apartment,Double Mooring,Chittagong,850.0,12000.0,14.117647058823529
2,1,Apartment,Mirpur,Dhaka,400.0,8000.0,20.0
3,2,Apartment,Halishahar,Chittagong,900.0,16000.0,17.77777777777778
3,3,Apartment,Double Mooring,Chittagong,1200.0,18000.0,15.0
3,2,Apartment,Double Mooring,Chittagong,1200.0,18000.0,15.0
3,2,Apartment,Halishahar,Chittagong,900.0,16000.0,17.77777777777778
2,2,Apartment,Halishahar,Chittagong,850.0,14000.0,16.470588235294116
2,2,Apartment,other,Dhaka,850.0,16000.0,18.823529411764707
3,2,Apartment,Mirpur,Dhaka,1000.0,16000.0,16.0
2,2,Apartment,Mirpur,Dhaka,600.0,11000.0,18.333333333333332
2,2,Apartment,Double Mooring,Chittagong,800.0,14000.0,17.5
3,3,Apartment,Panchlaish,Chittagong,1800.0,28000.0,15.555555555555555
2,2,Apartment,Mirpur,Dhaka,700.0,13000.0,18.571428571428573
2,2,Apartment,Mirpur,Dhaka,700.0,15000.0,21.428571428571427
1,1,Apartment,Double Mooring,Chittagong,800.0,10000.0,12.5
3,3,Apartment,Double Mooring,Chittagong,1150.0,16000.0,13.91304347826087
2,2,Apartment,Patenga,Chittagong,900.0,13000.0,14.444444444444445
2,2,Apartment,Double Mooring,Chittagong,950.0,12000.0,12.631578947368421
2,2,Apartment,Double Mooring,Chittagong,900.0,12000.0,13.333333333333334
1,1,Apartment,Double Mooring,Chittagong,800.0,10000.0,12.5
2,2,Apartment,Double Mooring,Chittagong,900.0,12000.0,13.333333333333334
2,2,Apartment,Double Mooring,Chittagong,950.0,12000.0,12.631578947368421
2,2,Apartment,Double Mooring,Chittagong,950.0,13000.0,13.68421052631579
3,4,Apartment,Uttara,Dhaka,1654.0,14000.0,8.464328899637243
2,1,Apartment,other,Dhaka,600.0,7000.0,11.666666666666666
3,3,Apartment,Khulshi,Chittagong,1400.0,30000.0,21.428571428571427
3,2,Apartment,Mohammadpur,Dhaka,950.0,12000.0,12.631578947368421
2,1,Apartment,36 Goshail Danga Ward,Chittagong,800.0,13000.0,16.25
2,2,Apartment,Cantonment,Dhaka,650.0,12000.0,18.46153846153846
2,2,Apartment,other,Dhaka,800.0,12000.0,15.0
3,3,Apartment,Double Mooring,Chittagong,1125.0,20000.0,17.77777777777778
2,2,Apartment,Bayazid,Chittagong,800.0,11000.0,13.75
2,1,Apartment,Halishahar,Chittagong,800.0,11000.0,13.75
2,2,Apartment,Halishahar,Chittagong,800.0,14000.0,17.5
4,4,Apartment,Mirpur,Dhaka,2200.0,40000.0,18.181818181818183
2,1,Apartment,Patenga,Chittagong,600.0,10500.0,17.5
2,1,Apartment,Patenga,Chittagong,700.0,11000.0,15.714285714285714
2,2,Apartment,Patenga,Chittagong,800.0,12000.0,15.0
2,2,Apartment,Patenga,Chittagong,700.0,10000.0,14.285714285714286
3,2,Apartment,Double Mooring,Chittagong,1125.0,17000.0,15.11111111111111
2,1,Apartment,Patenga,Chittagong,700.0,12000.0,17.142857142857142
3,3,Apartment,Double Mooring,Chittagong,1110.0,16000.0,14.414414414414415
3,2,Apartment,Double Mooring,Chittagong,1200.0,14000.0,11.666666666666666
2,2,Apartment,Double Mooring,Chittagong,900.0,12000.0,13.333333333333334
2,2,Apartment,Double Mooring,Chittagong,900.0,12000.0,13.333333333333334
2,2,Apartment,Mirpur,Dhaka,700.0,14000.0,20.0
3,2,Apartment,Halishahar,Chittagong,1200.0,12000.0,10.0
3,3,Apartment,Double Mooring,Chittagong,1165.0,16000.0,13.733905579399142
3,2,Apartment,Halishahar,Chittagong,1200.0,12000.0,10.0
3,2,Apartment,Halishahar,Chittagong,1200.0,12000.0,10.0
3,2,Apartment,Halishahar,Chittagong,1200.0,12000.0,10.0
3,2,Apartment,Halishahar,Chittagong,1200.0,12000.0,10.0
3,2,Apartment,Halishahar,Chittagong,1200.0,12000.0,10.0
3,3,Apartment,Mirpur,Dhaka,1400.0,30000.0,21.428571428571427
3,3,Apartment,Mirpur,Dhaka,1400.0,30000.0,21.428571428571427
2,2,Apartment,Uttara,Dhaka,800.0,16000.0,20.0
2,1,Apartment,Bayazid,Chittagong,600.0,10500.0,17.5
2,1,Apartment,Bayazid,Chittagong,600.0,10500.0,17.5
3,3,Apartment,Double Mooring,Chittagong,1025.0,16000.0,15.609756097560975
2,1,Apartment,Bayazid,Chittagong,600.0,10000.0,16.666666666666668
2,1,Apartment,Bayazid,Chittagong,600.0,10500.0,17.5
2,2,Apartment,Double Mooring,Chittagong,950.0,14000.0,14.736842105263158
3,3,Apartment,Panchlaish,Chittagong,1550.0,19000.0,12.258064516129032
3,3,Apartment,Khulshi,Chittagong,1400.0,40000.0,28.571428571428573
2,2,Apartment,Double Mooring,Chittagong,900.0,11000.0,12.222222222222221
2,2,Apartment,Halishahar,Chittagong,900.0,10000.0,11.11111111111111
2,2,Apartment,Halishahar,Chittagong,920.0,10000.0,10.869565217391305
2,2,Apartment,Halishahar,Chittagong,750.0,10000.0,13.333333333333334
3,3,Apartment,East Nasirabad,Chittagong,1200.0,20000.0,16.666666666666668
2,2,Apartment,Halishahar,Chittagong,920.0,10000.0,10.869565217391305
2,2,Apartment,Halishahar,Chittagong,940.0,10000.0,10.638297872340425
2,2,Apartment,Halishahar,Chittagong,950.0,10000.0,10.526315789473685
2,2,Apartment,Halishahar,Chittagong,880.0,10000.0,11.363636363636363
2,2,Apartment,Double Mooring,Chittagong,1010.0,15000.0,14.851485148514852
2,2,Apartment,Halishahar,Chittagong,840.0,10000.0,11.904761904761905
1,1,Apartment,Double Mooring,Chittagong,800.0,10000.0,12.5
3,3,Apartment,Mirpur,Dhaka,1425.0,28000.0,19.649122807017545
2,2,Apartment,Double Mooring,Chittagong,950.0,12000.0,12.631578947368421
